'66	DAT	1	1101162881756
'77	DAT	1	1101162881756
'80	DAT	1	1101163686136
'82	DAT	1	1101163661823
'85	DAT	1	1101163686136
'97	DAT	1	1101243534062
'two	DAT	1	1101163905529
01/01/2004	DAT	1	1101163941115
01/03/2003	DAT	1	1101163941063
01/04/2002	DAT	1	1101163941011
01/07/2005	DAT	1	1101163941168
01/08/2004	DAT	1	1101163941116
01/10/2003	DAT	1	1101163941064
01/11/2002	DAT	1	1101163941012
01/14/2005	DAT	1	1101163941169
01/15/2004	DAT	1	1101163941117
01/17/2003	DAT	1	1101163941065
01/18/2002	DAT	1	1101163941013
01/22/2004	DAT	1	1101163941118
01/24/2003	DAT	1	1101163941066
01/25/2002	DAT	1	1101163941014
01/29/2004	DAT	1	1101163941119
01/31/2003	DAT	1	1101163941067
02/01/2002	DAT	1	1101163941015
02/02/2002	DAT	1	1101243338500
02/05/2004	DAT	1	1101163941120
02/07/2003	DAT	1	1101163941068
02/08/2002	DAT	1	1101163941016
02/12/2004	DAT	1	1101163941121
02/14/2003	DAT	1	1101163941069
02/15/2002	DAT	1	1101163941017
02/19/2004	DAT	1	1101163941122
02/21/2003	DAT	1	1101163941070
02/22/2002	DAT	1	1101163941018
02/26/2004	DAT	1	1101163941123
02/28/2003	DAT	1	1101163941071
03/01/2002	DAT	1	1101163941019
03/05/2004	DAT	1	1101163941124
03/06/2003	DAT	1	1101163941072
03/08/2002	DAT	1	1101163941020
03/12/2004	DAT	1	1101163941125
03/13/2003	DAT	1	1101163941073
03/15/2002	DAT	1	1101163941021
03/19/2004	DAT	1	1101163941126
03/20/2003	DAT	1	1101163941074
03/22/2002	DAT	1	1101163941022
03/26/2004	DAT	1	1101163941127
03/27/2003	DAT	1	1101163941075
03/29/2002	DAT	1	1101163941023
04/02/2004	DAT	1	1101163941128
04/03/2003	DAT	1	1101163941076
04/05/2002	DAT	1	1101163941024
04/09/2004	DAT	1	1101163941129
04/10/2003	DAT	1	1101163941077
04/12/2002	DAT	1	1101163941025
04/16/2004	DAT	1	1101163941130
04/17/2003	DAT	1	1101163941078
04/19/2002	DAT	1	1101163941026
04/23/2004	DAT	1	1101163941131
04/24/2003	DAT	1	1101163941079
04/26/2002	DAT	1	1101163941027
04/30/2004	DAT	1	1101163941132
05/01/2003	DAT	1	1101163941080
05/03/2002	DAT	1	1101163941028
05/07/2004	DAT	1	1101163941133
05/08/2003	DAT	1	1101163941081
05/10/2002	DAT	1	1101163941029
05/14/2004	DAT	1	1101163941134
05/15/2003	DAT	1	1101163941082
05/17/2002	DAT	1	1101163941030
05/21/2004	DAT	1	1101163941135
05/22/2003	DAT	1	1101163941083
05/24/2002	DAT	1	1101163941031
05/28/2004	DAT	1	1101163941136
05/29/2003	DAT	1	1101163941084
05/31/2002	DAT	1	1101163941032
06/04/2004	DAT	1	1101163941137
06/05/2003	DAT	1	1101163941085
06/07/2002	DAT	1	1101163941033
06/11/2004	DAT	1	1101163941138
06/12/2003	DAT	1	1101163941086
06/14/2002	DAT	1	1101163941034
06/18/2004	DAT	1	1101163941139
06/19/2003	DAT	1	1101163941087
06/21/2002	DAT	1	1101163941035
06/25/2004	DAT	1	1101163941140
06/26/2003	DAT	1	1101163941088
06/28/2002	DAT	1	1101163941036
07/02/2003	DAT	1	1101163452222
07/02/2004	DAT	1	1101163941141
07/03/2003	DAT	1	1101163941089
07/05/2002	DAT	1	1101163941037
07/09/2004	DAT	1	1101163941142
07/10/2003	DAT	1	1101163941090
07/12/2002	DAT	1	1101163941038
07/16/2004	DAT	1	1101163941143
07/17/2003	DAT	1	1101163941091
07/19/2002	DAT	1	1101163941039
07/23/2004	DAT	1	1101163941144
07/24/2003	DAT	1	1101163941092
07/26/2002	DAT	1	1101163941040
07/30/2004	DAT	1	1101163941145
07/31/2003	DAT	1	1101163941093
08/02/2002	DAT	1	1101163941041
08/06/2004	DAT	1	1101163941146
08/07/2003	DAT	1	1101163941094
08/09/2002	DAT	1	1101163941042
08/13/2004	DAT	1	1101163941147
08/14/2003	DAT	1	1101163941095
08/16/2002	DAT	1	1101163941043
08/20/2004	DAT	1	1101163941148
08/21/2003	DAT	1	1101163941096
08/23/2002	DAT	1	1101163941044
08/27/2004	DAT	1	1101163941149
08/28/2003	DAT	1	1101163941097
08/30/2002	DAT	1	1101163941045
09/03/2004	DAT	1	1101163941150
09/04/2003	DAT	1	1101163941098
09/06/2002	DAT	1	1101163941046
09/10/2004	DAT	1	1101163941151
09/11/2003	DAT	1	1101163941099
09/13/2002	DAT	1	1101163941047
09/17/2004	DAT	1	1101163941152
09/18/2003	DAT	1	1101163941100
09/20/2002	DAT	1	1101163941048
09/24/2004	DAT	1	1101163941153
09/25/2003	DAT	1	1101163941101
09/27/2002	DAT	1	1101163941049
1-27-04	DAT	1	1101163728636
1-28-04	DAT	1	1101163728636
1-29-04	DAT	1	1101163728636
1-30-04	DAT	1	1101163728636
1-31-04	DAT	1	1101163728636
1/12/2002	DAT	3	1101243446764	1101243467858	1101243468092
1/12/2003	DAT	2	1101163870279	1101163870513
1/12/2004	DAT	3	1101163886904	1101243446514	1101163887201
1/13/2002	DAT	1	1101243446045
1/13/2003	DAT	4	1101163870045	1101163869810	1101163869076	1101163869544
1/13/2004	DAT	2	1101163869310	1101243445780
1/14/2002	DAT	1	1101243444842
1/14/2003	DAT	5	1101163853419	1101163868841	1101163868560	1101163853654	1101163868294
1/14/2004	DAT	1	1101243445311
1/15/2002	DAT	1	1101243444577
1/15/2003	DAT	2	1101163852685	1101163852951
1/15/2004	DAT	1	1101163853185
1/16/2003	DAT	2	1101163851513	1101163851779
1/16/2004	DAT	3	1101163852029	1101163852388	1101243424483
1/19/2002	DAT	1	1101243424217
1/19/2003	DAT	1	1101163851247
1/2/2002	DAT	1	1101243512780
1/2/2003	DAT	2	1101163905529	1101163905264
1/2/2004	DAT	1	1101243512311
1/20/2002	DAT	3	1101243423217	1101243423452	1101243423983
1/20/2003	DAT	1	1101163836903
1/20/2004	DAT	2	1101243423748	1101163840166
1/21/2002	DAT	4	1101243402983	1101243403233	1101243402264	1101243402498
1/21/2003	DAT	3	1101163836200	1101163836669	1101163836435
1/21/2004	DAT	2	1101163834872	1101243402764
1/22/2002	DAT	1	1101243401795
1/22/2003	DAT	3	1101163834403	1101163834169	1101163834638
1/22/2004	DAT	1	1101243402030
1/23/2002	DAT	4	1101243401326	1101243381483	1101243401545	1101243381951
1/23/2003	DAT	4	1101163833935	1101163833669	1101163795356	1101163795590
1/23/2004	DAT	1	1101243381717
1/26/2002	DAT	1	1101243381248
1/26/2003	DAT	2	1101163795122	1101163794887
1/27/03	DAT	1	1101163794622
1/27/2003	DAT	3	1101163794622	1101163794106	1101163794340
1/28/2002	DAT	3	1101243380483	1101243380264	1101243380029
1/28/2003	DAT	3	1101163793856	1101163777028	1101163793294
1/28/2004	DAT	1	1101163793559
1/29/2002	DAT	1	1101243379764
1/29/2003	DAT	2	1101163776559	1101163776793
1/30/2002	DAT	4	1101243359217	1101243359482	1101243358982	1101243358748
1/30/2003	DAT	2	1101163776059	1101163776325
1/30/2004	DAT	1	1101163775825
1/5/2002	DAT	2	1101243511796	1101243512030
1/5/2003	DAT	2	1101163905029	1101163904795
1/6/2002	DAT	3	1101243511561	1101243511077	1101243511327
1/6/2003	DAT	2	1101163904326	1101163904561
1/6/2004	DAT	1	1101163904092
1/7/2002	DAT	3	1101243490296	1101243491280	1101243491046
1/7/2003	DAT	1	1101163889170
1/7/2004	DAT	2	1101163903826	1101163889404
1/8/2002	DAT	3	1101243489343	1101243490046	1101243489577
1/8/2003	DAT	2	1101163888701	1101163888435
1/9/2002	DAT	4	1101243469546	1101243468811	1101243469311	1101243469077
1/9/2003	DAT	2	1101163887435	1101163887717
1/9/2004	DAT	1	1101163888138
10 years ago	DAT	2	1101242385007	1101163323072
10/01/2004	DAT	1	1101163941154
10/02/2003	DAT	1	1101163941102
10/04/2002	DAT	1	1101163941050
10/08/2004	DAT	1	1101163941155
10/09/2003	DAT	1	1101163941103
10/1/2004	DAT	6	1101162691111	1101162706939	1101242585681	1101242585446	1101162707205	1101162691376
10/11/2002	DAT	1	1101163941051
10/11/2004	DAT	1	1101162641516
10/12/2004	DAT	6	1101242563493	1101162641281	1101162641047	1101162640781	1101162624406	1101162624171
10/13/2004	DAT	4	1101242544227	1101162623703	1101242543758	1101162623937
10/15/2004	DAT	11	1101162623203	1101162623437	1101162622734	1101242542321	1101242542790	1101242543493	1101242543258	1101162622499	1101163941156	1101242542555	1101162622968
10/16/2003	DAT	1	1101163941104
10/17/2003	DAT	1	1101163017765
10/18/2002	DAT	1	1101163941052
10/18/2004	DAT	5	1101162622218	1101162606983	1101162607468	1101162607218	1101162607702
10/19/2004	DAT	6	1101162606718	1101162605749	1101242519790	1101162605999	1101162606233	1101162606483
10/20/2004	DAT	5	1101242518821	1101162605515	1101242519055	1101242518555	1101242519290
10/21/2004	DAT	2	1101162541092	1101162541326
10/22/2004	DAT	11	1101162540123	1101242517805	1101162540858	1101242518040	1101162540358	1101162539889	1101162540623	1101242498164	1101162539655	1101163941157	1101162539420
10/23/2003	DAT	1	1101163941105
10/25/2002	DAT	1	1101163941053
10/25/2004	DAT	3	1101162524686	1101162539108	1101162524451
10/26/2004	DAT	5	1101242497446	1101162523936	1101242497211	1101162524217	1101162523701
10/27/2004	DAT	9	1101162523405	1101242496477	1101162522623	1101162507155	1101242496711	1101242496242	1101162523123	1101242496946	1101162522889
